# Master per-run downstream results: one row per (method, seed).
# val_bpb/train_bpb (6-dec from run logs), core (DCLM CORE = centered mean of 22 tasks),
# then the 22 per-task CENTERED accuracies. All paper downstream tables derive from this.
method	seed	val_bpb	train_bpb	core	hellaswag_zeroshot	jeopardy	bigbench_qa_wikidata	arc_easy	arc_challenge	copa	commonsense_qa	piqa	openbook_qa	lambada_openai	hellaswag	winograd	winogrande	bigbench_dyck_languages	agi_eval_lsat_ar	bigbench_cs_algorithms	bigbench_operators	bigbench_repeat_copy_logic	squad	coqa	boolq	bigbench_language_identification
pathpiece_pb01	49	0.712873	0.701986	0.255030	0.399854	0.102504	0.488067	0.565657	0.177474	0.320000	0.015152	0.489663	0.218667	0.433728	0.397862	0.304029	0.128650	0.155000	0.032609	0.395455	0.161905	0.031250	0.466604	0.321057	-0.177370	0.182838
pathpiece_pb01	50	0.713599	0.702647	0.257685	0.395738	0.098252	0.470351	0.593154	0.202503	0.360000	0.019247	0.484222	0.216000	0.441102	0.396667	0.311355	0.128650	0.147000	0.086956	0.381818	0.133333	0.000000	0.460454	0.342478	-0.178980	0.178768
pathpiece_pb01	51	0.713602	0.702692	0.262291	0.396535	0.112896	0.487328	0.575758	0.179750	0.380000	0.101147	0.485310	0.210667	0.432564	0.403572	0.347985	0.161800	0.162000	0.086956	0.441667	0.161905	0.000000	0.446168	0.325066	-0.313375	0.184708
pathpiece_pb01	52	0.713425	0.702548	0.265484	0.399190	0.104865	0.466119	0.570707	0.193402	0.240000	0.129812	0.483134	0.216000	0.439162	0.397995	0.289377	0.169692	0.151000	0.048913	0.443182	0.166667	0.031250	0.474645	0.347113	-0.097698	0.176128
pathpiece_pb01	53	0.713267	0.702365	0.253670	0.399721	0.111951	0.489986	0.579686	0.196815	0.320000	0.016175	0.489663	0.192000	0.432564	0.401713	0.304029	0.120758	0.175000	0.065217	0.410606	0.138095	0.000000	0.471239	0.331204	-0.248189	0.182508
pathpiece_pb01	54	0.713092	0.702215	0.255849	0.399721	0.112896	0.471630	0.561728	0.184300	0.260000	0.010033	0.486398	0.213333	0.434892	0.396003	0.311355	0.141279	0.152000	0.048913	0.423485	0.166667	0.031250	0.461211	0.324565	-0.137132	0.174147
pathpiece_pb01	55	0.713195	0.702278	0.268698	0.394543	0.119036	0.485754	0.580247	0.202503	0.300000	0.055078	0.492927	0.221333	0.430041	0.399456	0.347985	0.128650	0.155000	0.092391	0.443939	0.152381	0.000000	0.438316	0.328448	-0.034122	0.177448
pathpiece_pb01	56	0.713018	0.702131	0.268665	0.398393	0.117147	0.483834	0.578563	0.187713	0.360000	0.108313	0.490751	0.213333	0.435280	0.399854	0.333333	0.122336	0.148000	0.065217	0.359091	0.142857	0.000000	0.435856	0.333960	0.011749	0.185039
pathpiece_pb01	57	0.713365	0.702423	0.274186	0.396667	0.122343	0.478766	0.566218	0.174061	0.320000	0.180999	0.495103	0.208000	0.433146	0.395871	0.362637	0.109708	0.150000	0.043478	0.446970	0.161905	0.000000	0.462252	0.347363	0.000483	0.176128
pathpiece_pb01	58	0.712892	0.701937	0.269953	0.400916	0.110061	0.471975	0.583614	0.208191	0.360000	0.070434	0.500544	0.218667	0.441490	0.402111	0.318681	0.127072	0.164000	0.097826	0.434091	0.176190	0.031250	0.443046	0.342353	-0.147594	0.184048
pathpiece_pb01	59	0.712970	0.701953	0.268251	0.396003	0.110534	0.473746	0.570707	0.202503	0.340000	0.067363	0.495103	0.226667	0.434504	0.400651	0.333333	0.122336	0.157000	0.086956	0.356061	0.147619	0.000000	0.458089	0.353251	-0.002736	0.171837
pathpiece_pb01	60	0.712912	0.701989	0.266458	0.395074	0.117619	0.475026	0.585297	0.215017	0.340000	0.017199	0.500544	0.226667	0.429264	0.395738	0.347985	0.136543	0.142000	0.086956	0.406061	0.166667	0.000000	0.448344	0.339597	-0.088846	0.179318
pathpiece_pb01	61	0.712734	0.701816	0.269662	0.395605	0.113368	0.473205	0.569585	0.194539	0.380000	0.036650	0.495103	0.226667	0.434504	0.399854	0.318681	0.164957	0.155000	0.038043	0.453030	0.152381	0.031250	0.464238	0.338093	-0.074360	0.172167
unigram_default	42	0.712900	0.714100	0.260635	0.404501	0.114313	0.469711	0.569585	0.201365	0.320000	0.083743	0.485310	0.186667	0.428876	0.413530	0.340659	0.146014	0.138000	0.010870	0.437879	0.147619	0.031250	0.465184	0.319178	-0.166103	0.185809
unigram_default	43	0.712600	0.713900	0.272278	0.396003	0.111479	0.463855	0.576880	0.178612	0.400000	0.098075	0.486398	0.200000	0.426160	0.403970	0.340659	0.141279	0.165000	0.032609	0.452273	0.204762	0.000000	0.475118	0.343981	-0.088846	0.181848
unigram_default	44	0.712300	0.713600	0.265300	0.402775	0.119036	0.486885	0.571829	0.183163	0.300000	0.135954	0.479869	0.186667	0.442073	0.412202	0.362637	0.131807	0.165000	0.097826	0.398485	0.166667	0.000000	0.448723	0.329325	-0.157251	0.172937
unigram_default	45	0.712900	0.714000	0.259017	0.399721	0.116675	0.473943	0.582492	0.189989	0.340000	0.044840	0.474429	0.194667	0.422472	0.403173	0.347985	0.147593	0.169000	0.059783	0.442424	0.171429	0.000000	0.465658	0.329200	-0.257847	0.180748
unigram_default	46	0.712445	0.702206	0.268885	0.400252	0.112423	0.465381	0.557239	0.175199	0.360000	0.075553	0.479869	0.216000	0.431399	0.405696	0.413919	0.146014	0.157000	0.070652	0.398485	0.161905	0.000000	0.480511	0.341100	-0.112989	0.179868
unigram_default	47	0.712507	0.702220	0.256995	0.396933	0.097780	0.463265	0.571829	0.199090	0.320000	0.058149	0.488575	0.202667	0.431399	0.400385	0.362637	0.130229	0.194000	0.103261	0.355303	0.176190	0.000000	0.466509	0.347363	-0.286818	0.175138
unigram_default	48	0.712774	0.702443	0.251138	0.400252	0.118564	0.455735	0.562851	0.195677	0.360000	0.030508	0.477693	0.192000	0.434892	0.404236	0.296703	0.123915	0.164000	0.054348	0.356818	0.152381	0.000000	0.454872	0.325066	-0.213584	0.178108
unigram_default	49	0.712334	0.702012	0.260353	0.399987	0.100142	0.459771	0.576880	0.193402	0.320000	0.043817	0.471164	0.197333	0.433534	0.406626	0.347985	0.127072	0.145000	0.065217	0.425000	0.176190	0.000000	0.465279	0.333834	-0.132303	0.171837
unigram_default	50	0.713219	0.702986	0.264575	0.407289	0.119981	0.477486	0.563973	0.171786	0.400000	0.114455	0.475517	0.173333	0.429459	0.405696	0.362637	0.131807	0.138000	0.086956	0.456061	0.161905	0.031250	0.455440	0.309909	-0.223242	0.170957
unigram_default	51	0.712589	0.702282	0.261816	0.398393	0.121398	0.462034	0.562851	0.184300	0.380000	0.027437	0.476605	0.208000	0.431593	0.403306	0.326007	0.122336	0.136000	0.119565	0.368182	0.190476	0.031250	0.461495	0.347113	-0.177370	0.178988
unigram_default	52	0.712844	0.702542	0.263302	0.399190	0.117619	0.467201	0.566218	0.191126	0.280000	0.004914	0.480958	0.213333	0.428488	0.407024	0.413919	0.141279	0.143000	0.048913	0.418939	0.180952	0.000000	0.437181	0.329701	-0.051022	0.173707
unigram_default	53	0.712607	0.702295	0.266802	0.402377	0.126122	0.489100	0.579125	0.193402	0.180000	0.015152	0.487486	0.200000	0.436445	0.403970	0.318681	0.207577	0.167000	0.059783	0.459848	0.166667	0.000000	0.473888	0.321183	0.002092	0.179758
unigram_default	54	0.712734	0.702389	0.268557	0.405829	0.112896	0.495940	0.591470	0.192264	0.360000	0.021294	0.478781	0.224000	0.429459	0.411273	0.347985	0.117601	0.137000	0.054348	0.435606	0.219048	0.031250	0.441533	0.343856	-0.124256	0.181078
unigram_default	55	0.712793	0.702515	0.254527	0.400916	0.116202	0.478372	0.561728	0.185438	0.320000	0.036650	0.474429	0.186667	0.427324	0.396933	0.347985	0.123915	0.147000	0.076087	0.393939	0.185714	0.000000	0.460738	0.342603	-0.248189	0.185149
unigram_default	56	0.712582	0.702238	0.262039	0.400651	0.108172	0.475813	0.564534	0.188851	0.320000	0.019247	0.482046	0.218667	0.428488	0.407157	0.347985	0.146014	0.182000	0.114130	0.443182	0.166667	0.000000	0.474267	0.334837	-0.227265	0.169417
unigram_default	57	0.712603	0.702300	0.254728	0.402642	0.137459	0.484179	0.562290	0.176337	0.300000	0.021294	0.483134	0.184000	0.426160	0.411671	0.384615	0.119179	0.169000	0.108696	0.440152	0.176190	0.031250	0.473794	0.339597	-0.409142	0.181518
unigram_default	58	0.713032	0.702641	0.267797	0.398659	0.118092	0.474632	0.583614	0.192264	0.280000	0.095004	0.471164	0.189333	0.430041	0.408883	0.296703	0.114444	0.140000	0.070652	0.444697	0.185714	0.000000	0.456954	0.346486	0.010140	0.184048
unigram_default	59	0.712281	0.701939	0.263381	0.402775	0.112423	0.477093	0.578002	0.197952	0.360000	0.024365	0.480958	0.208000	0.429847	0.408750	0.384615	0.098658	0.155000	0.054348	0.404545	0.166667	0.000000	0.488363	0.346110	-0.162080	0.177998
unigram_default	60	0.712567	0.702255	0.254256	0.400916	0.105338	0.478569	0.571829	0.197952	0.360000	0.017199	0.476605	0.194667	0.432758	0.407024	0.355311	0.155485	0.167000	0.043478	0.381061	0.180952	0.000000	0.476727	0.339221	-0.331080	0.182618
unigram_default	61	0.712472	0.702174	0.273670	0.403306	0.113840	0.480833	0.580247	0.196815	0.360000	0.052007	0.487486	0.226667	0.430429	0.407289	0.377289	0.125493	0.146000	0.152174	0.439394	0.152381	0.031250	0.450047	0.324815	-0.096894	0.179868
unigram_default	62	0.712424	0.702143	0.265472	0.402509	0.114785	0.463707	0.572391	0.189989	0.340000	0.080672	0.482046	0.184000	0.435280	0.402642	0.311355	0.141279	0.162000	0.032609	0.442424	0.176190	0.031250	0.442857	0.339972	-0.094479	0.186909
unigram_default	63	0.712234	0.701908	0.255197	0.400916	0.126594	0.469317	0.572391	0.180887	0.300000	0.076577	0.479869	0.186667	0.436251	0.410874	0.289377	0.136543	0.158000	-0.000000	0.384848	0.176190	0.000000	0.457711	0.343104	-0.157251	0.185479
unigram_default	64	0.712361	0.702088	0.268297	0.396136	0.125649	0.473107	0.566218	0.209329	0.380000	0.007985	0.477693	0.216000	0.428488	0.403572	0.369963	0.139700	0.162000	0.081522	0.419697	0.190476	0.000000	0.457143	0.336966	-0.119427	0.180308
unigram_default	65	0.712159	0.701801	0.255851	0.403439	0.120926	0.466857	0.572952	0.180887	0.280000	0.034603	0.483134	0.210667	0.429459	0.407688	0.333333	0.131807	0.158000	0.054348	0.419697	0.157143	0.031250	0.477673	0.328072	-0.232094	0.178878
unigram_default	66	0.712162	0.701840	0.259536	0.400119	0.115730	0.478667	0.562851	0.174061	0.340000	0.110360	0.470076	0.173333	0.443819	0.404634	0.289377	0.123915	0.149000	0.081522	0.370455	0.166667	0.000000	0.485904	0.341851	-0.157251	0.184708
unigram_fsp	42	0.712923	0.702318	0.266015	0.399190	0.133680	0.472762	0.569585	0.177474	0.380000	-0.001229	0.486398	0.253333	0.429653	0.405829	0.296703	0.150750	0.151000	0.076087	0.401515	0.190476	0.000000	0.456291	0.339471	-0.100917	0.184268
unigram_fsp	43	0.712700	0.714000	0.272099	0.400252	0.119981	0.464249	0.563973	0.187713	0.360000	0.062244	0.492927	0.240000	0.421696	0.407953	0.355311	0.081294	0.169000	0.125000	0.428030	0.180952	0.031250	0.457805	0.328448	-0.067922	0.176018
unigram_fsp	44	0.712600	0.713900	0.261864	0.408352	0.109117	0.481472	0.576319	0.188851	0.360000	0.024365	0.500544	0.216000	0.426160	0.410210	0.216117	0.142857	0.131000	0.054348	0.393182	0.176190	0.031250	0.461306	0.345985	-0.076775	0.184158
unigram_fsp	45	0.712300	0.713500	0.264147	0.401182	0.129428	0.469121	0.561728	0.193402	0.380000	0.084767	0.475517	0.226667	0.436639	0.401978	0.362637	0.116022	0.147000	0.038043	0.435606	0.166667	0.000000	0.466036	0.332331	-0.187027	0.173487
unigram_fsp	46	0.712810	0.702315	0.263403	0.396535	0.121398	0.474435	0.566779	0.187713	0.380000	0.018223	0.505985	0.242667	0.430429	0.403837	0.318681	0.163378	0.154000	0.065217	0.385606	0.152381	0.000000	0.435951	0.337217	-0.123451	0.177888
unigram_fsp	47	0.713009	0.702320	0.278123	0.399588	0.122343	0.462674	0.573513	0.187713	0.320000	0.134930	0.472252	0.224000	0.438385	0.402111	0.369963	0.125493	0.144000	0.130435	0.426515	0.176190	0.031250	0.475497	0.335087	-0.008370	0.175138
unigram_fsp	48	0.712684	0.702160	0.272434	0.402775	0.120926	0.485852	0.562290	0.196815	0.380000	0.179975	0.502720	0.210667	0.432564	0.408883	0.355311	0.133386	0.142000	0.119565	0.374242	0.180952	0.000000	0.473888	0.326444	-0.174151	0.178438
unigram_fsp	49	0.712366	0.701631	0.256952	0.398659	0.129428	0.479750	0.590348	0.194539	0.300000	0.007985	0.483134	0.232000	0.437609	0.403439	0.369963	0.139700	0.180000	0.070652	0.420455	0.171429	0.000000	0.452507	0.326569	-0.314985	0.179758
unigram_fsp	50	0.712860	0.702189	0.255746	0.403439	0.122343	0.478224	0.573513	0.194539	0.300000	0.025389	0.489663	0.237333	0.432952	0.404767	0.377289	0.136543	0.117000	0.016304	0.391667	0.166667	0.031250	0.459224	0.334335	-0.240946	0.174917
unigram_fsp	51	0.712667	0.701947	0.252280	0.400385	0.121871	0.472910	0.572391	0.208191	0.320000	0.136978	0.492927	0.208000	0.431593	0.404899	0.318681	0.120758	0.181000	0.021739	0.393939	0.147619	0.000000	0.454305	0.329450	-0.373733	0.186249
unigram_fsp	52	0.712866	0.702200	0.255281	0.401978	0.104393	0.470941	0.567340	0.171786	0.320000	0.136978	0.473341	0.237333	0.426548	0.410343	0.355311	0.146014	0.143000	0.076087	0.385606	0.133333	0.000000	0.456291	0.347614	-0.316594	0.168537
unigram_fsp	53	0.712722	0.702130	0.264598	0.400385	0.115730	0.478766	0.575758	0.204778	0.320000	0.144144	0.505985	0.245333	0.439162	0.406626	0.311355	0.142857	0.192000	0.027174	0.463636	0.147619	0.000000	0.473226	0.331329	-0.286013	0.181298
unigram_fsp	54	0.712797	0.702185	0.266289	0.404103	0.097308	0.482752	0.569585	0.176337	0.300000	0.031532	0.474429	0.224000	0.434892	0.410742	0.304029	0.133386	0.187000	0.092391	0.398485	0.157143	0.031250	0.453169	0.334962	-0.012393	0.173267
unigram_fsp	55	0.712826	0.702230	0.264060	0.403041	0.122815	0.469416	0.562290	0.174061	0.300000	0.076577	0.487486	0.194667	0.438385	0.407820	0.391941	0.131807	0.147000	0.010870	0.440909	0.171429	0.031250	0.431315	0.319930	-0.075970	0.172277
unigram_fsp	56	0.712746	0.702150	0.248183	0.399057	0.132735	0.487870	0.577441	0.201365	0.260000	0.020270	0.480958	0.253333	0.431787	0.406360	0.296703	0.082873	0.138000	0.065217	0.415909	0.157143	0.031250	0.460643	0.344482	-0.362466	0.179098
unigram_fsp	57	0.712501	0.701768	0.267374	0.402244	0.131790	0.478274	0.562851	0.196815	0.320000	0.072482	0.483134	0.240000	0.429653	0.408484	0.311355	0.149171	0.140000	0.108696	0.359091	0.161905	0.031250	0.460454	0.345985	-0.096894	0.185479
unigram_fsp	58	0.713004	0.702320	0.278562	0.401846	0.107227	0.475764	0.566779	0.203641	0.320000	0.212735	0.480958	0.229333	0.428294	0.409015	0.369963	0.127072	0.151000	0.081522	0.432576	0.180952	0.000000	0.464522	0.352875	-0.052632	0.184928
unigram_fsp	59	0.713094	0.702466	0.275668	0.401314	0.104865	0.489346	0.566218	0.192264	0.340000	0.215807	0.478781	0.240000	0.432564	0.409414	0.304029	0.090766	0.148000	0.059783	0.416667	0.195238	0.031250	0.432545	0.334335	0.002092	0.179428
unigram_fsp	60	0.712366	0.701717	0.276185	0.401580	0.111951	0.460755	0.587542	0.191126	0.340000	0.251638	0.486398	0.237333	0.431011	0.406891	0.311355	0.168114	0.142000	0.125000	0.403788	0.171429	0.031250	0.456291	0.342353	-0.150813	0.169087
unigram_fsp	61	0.713016	0.702420	0.261771	0.401314	0.112896	0.489937	0.585859	0.193402	0.340000	0.043817	0.491839	0.245333	0.433534	0.403704	0.406593	0.100237	0.154000	0.059783	0.358333	0.176190	0.031250	0.461306	0.350620	-0.261066	0.180088
unigram_fsp	62	0.712894	0.702229	0.255165	0.400783	0.127539	0.474042	0.577441	0.194539	0.320000	0.011057	0.474429	0.248000	0.422084	0.409945	0.391941	0.131807	0.157000	0.065217	0.365909	0.185714	0.000000	0.460927	0.332958	-0.321423	0.183718
unigram_fsp	63	0.713002	0.702258	0.261668	0.403837	0.112423	0.473648	0.562851	0.184300	0.360000	0.038698	0.486398	0.242667	0.423443	0.411671	0.260073	0.122336	0.165000	0.059783	0.360606	0.185714	0.000000	0.461022	0.349618	-0.079994	0.172607
unigram_fsp	64	0.712512	0.701893	0.253406	0.402775	0.115730	0.472467	0.579125	0.202503	0.360000	0.030508	0.474429	0.229333	0.428100	0.401846	0.304029	0.141279	0.183000	0.032609	0.417424	0.166667	0.000000	0.483538	0.334962	-0.360856	0.175468
unigram_fsp	65	0.712758	0.702126	0.261237	0.403306	0.113840	0.472172	0.576319	0.191126	0.320000	0.060197	0.489663	0.229333	0.436251	0.405430	0.362637	0.104972	0.152000	-0.005435	0.443182	0.152381	0.000000	0.479092	0.341601	-0.161275	0.180418
unigram_fsp	66	0.712835	0.702177	0.264005	0.401978	0.116202	0.465381	0.572952	0.183163	0.420000	0.122645	0.486398	0.250667	0.437997	0.406758	0.282051	0.157064	0.137000	0.108696	0.400000	0.180952	0.000000	0.476632	0.339722	-0.319009	0.180858
